"CATEGORIE","LIBELLE","MOT_DIRECTEUR","STATUT","COMMUNE","RIVOLI","TENANT","ABOUTISSANT","BI_MIN","BP_MIN","BI_MAX","BP_MAX"
"Chemin","Chemin de l'Aulne","Aulne","PUBLIQUE","ORVAULT","0056","ORVAULT Rue Saint Joseph","ORVAULT Chemin du Doucet","1","2","37","18"
"Rue","Rue d'Antares","Antares","PUBLIQUE","ORVAULT","0025","ORVAULT Avenue de la Bugallière","","3","2","9","12"
"Rue","Rue Helene Boucher","Boucher","PUBLIQUE","ORVAULT","0321","ORVAULT Rue du Commandant Charcot","ORVAULT Rue Louis Blériot","","2","","6"
"Avenue","Avenue du Pont de la Baronnière","Pont","PUBLIQUE","ORVAULT","0102","","ORVAULT Rond-Point de la Baronnière","","","",""
"Rue","Rue Marie-Claude Vaillant-Couturier","Vaillant-Couturier","PUBLIQUE","NANTES","5390","NANTES Chemin de la Boisbonnière","NANTES Rue du Plateau des Glières","1","","13",""
"Boulevard","Boulevard Jean Philippot","Philippot","PUBLIQUE","NANTES","4513","NANTES Rue Gaston Veil","NANTES Rue Léon Maître","","","",""
"Impasse","Impasse des Dunes","Dunes","PRIVEE","NANTES","2633","NANTES Rue des Landes","Impasse","","2","","22"
"Rue","Rue du Hocmard","Hocmard","PRIVEE","ORVAULT","0879","ORVAULT Avenue de la Ferrière","ORVAULT Avenue de l'Ille","","","",""
"Rue","Rue Alsace Lorraine","Lorraine","PUBLIQUE","REZE","0130","REZE Quai de la Verdure","REZE Rue Félix Faure","1","12","57","54"
"Avenue","Avenue du Clos Camberger","Clos","PUBLIQUE","VERTOU","0549","VERTOU Route de Nantes","VERTOU Rue de la Noë de l'Epinette","1","2","35","28"
"Rue","Rue Eugène et Léoncie Kerivel","Kerivel","PUBLIQUE","INDRE","0521","INDRE Rue du Pont Allard","INDRE Rue Jean Jaurès","1","2","47","36"
"Rue","Rue des Hortensias","Hortensias","PUBLIQUE","INDRE","0590","INDRE Rue des Mimosas","","1","2","13","16"
"Ruelle","Ruelle du quai Boquien","Boquien","PUBLIQUE","INDRE","0273","INDRE Quai Victor Boquien","INDRE Rue du Bord","","4","","6"
"Rue","Rue Edouard Vaillant","Vaillant","PUBLIQUE","INDRE","0460","INDRE Place du Prieuré","INDRE Rue Albert Thomas","1","2","11","2"
"Rue","Rue des Mimosas","Mimosas","PUBLIQUE","INDRE","0910","INDRE Rue Jean Dayat","","1","2","21","40"
"Rue","Rue du Midi","Midi","PUBLIQUE","INDRE","0921","INDRE Quai Besnard","INDRE Rue Charles Brunelière","1","2","13","2"
"Rue","Rue d'Armorique","Armorique","PUBLIQUE","THOUARE-SUR-LOIRE","0001","THOUARE-SUR-LOIRE Rue de la Bussonnière","THOUARE-SUR-LOIRE Rue de Carquefou","1","2","37","36"
"Impasse","Impasse de la Longère","Longère","PUBLIQUE","THOUARE-SUR-LOIRE","0079","THOUARE-SUR-LOIRE Rue de la Robinière","Impasse","1","2","5","4"
"Rue","Rue des Ponts","Ponts","MIXTE","THOUARE-SUR-LOIRE","0100","THOUARE-SUR-LOIRE Place de la République","THOUARE-SUR-LOIRE Chemin dit des Halages","1","2","43","38"
"Allée","Allée de la Hulbuterie","Hulbuterie","PUBLIQUE","THOUARE-SUR-LOIRE","0128","THOUARE-SUR-LOIRE Rue de Mauves","","","2","","8"
"Avenue","Avenue du Val de Loire","Val","PUBLIQUE","THOUARE-SUR-LOIRE","0120","THOUARE-SUR-LOIRE Rue de Mauves","","3","2","11","8"
"Rue","Rue de Homberg","Homberg","PUBLIQUE","THOUARE-SUR-LOIRE","0073","THOUARE-SUR-LOIRE Rue des Ecoles","","","6","","16"
"Rue","Rue du Port","Port","PUBLIQUE","THOUARE-SUR-LOIRE","0105","THOUARE-SUR-LOIRE Rue des Ponts","THOUARE-SUR-LOIRE Rue des Ponts","3","2","17","16"
"Rue","Rue des Hameaux","Hameaux","PRIVEE","THOUARE-SUR-LOIRE","0068","THOUARE-SUR-LOIRE Rue du Point du Jour","THOUARE-SUR-LOIRE Rue de Beauséjour","1","2","1","2"
"Impasse","Impasse du Levant","Levant","PRIVEE","THOUARE-SUR-LOIRE","0072","THOUARE-SUR-LOIRE Rue de Beauséjour","Impasse","1","2","3","2"
"Résidence","Résidence de la Chevalerie","Chevalerie","PRIVEE","THOUARE-SUR-LOIRE","0038","THOUARE-SUR-LOIRE Rue du Point du Jour","","1","2","9","10"
"Impasse","Impasse des Gémeaux","Gémeaux","PUBLIQUE","THOUARE-SUR-LOIRE","0059","THOUARE-SUR-LOIRE Avenue du Parc des Spo","Impasse","1","2","9","10"
"Impasse","Impasse du Capricorne","Capricorne","PUBLIQUE","THOUARE-SUR-LOIRE","0019","THOUARE-SUR-LOIRE Avenue du Parc des Spo","Impasse","1","2","3","6"
"Rue","Rue de Villandry","Villandry","PUBLIQUE","THOUARE-SUR-LOIRE","0140","THOUARE-SUR-LOIRE Rue de Chinon","","1","2","13","8"
"Rue","Rue de la Malnoue","Malnoue","PUBLIQUE","THOUARE-SUR-LOIRE","0075","THOUARE-SUR-LOIRE Rue de Nantes","THOUARE-SUR-LOIRE Avenue du Parc des Spo","1","2","27","16"
"Rue","Rue d'Ouessant","Ouessant","PUBLIQUE","THOUARE-SUR-LOIRE","0091","THOUARE-SUR-LOIRE Rue d'Armorique","","1","2","11","12"
"Rond-Point","Rond-Point Robert Schuman","Schuman","PUBLIQUE","THOUARE-SUR-LOIRE","0716","","","","84","","84"
"Chemin","Chemin de la Blandinière","Blandinière","PUBLIQUE","THOUARE-SUR-LOIRE","B457","","THOUARE-SUR-LOIRE Rue de Mauves","","","",""
"Impasse","Impasse Racine","Racine","PUBLIQUE","COUERON","2006","COUERON Boulevard de l'Europe","Impasse","1","2","13","8"
"Rue","Rue de la Pommeraye","Pommeraye","PUBLIQUE","COUERON","1890","COUERON Boulevard de l'Océan","COUERON Rue Arsène Leloup","1","2","47","48"
"Rue","Rue Duquesne","Duquesne","PUBLIQUE","COUERON","0816","COUERON Rue Robert Surcouf","COUERON Rue des Chardonnerets","1","2","23","30"
"Rue","Rue d'Utrecht","Utrecht","PUBLIQUE","LA-CHAPELLE-SUR-ERDRE","4530","LA-CHAPELLE-SUR-ERDRE Rue de l'Europe","LA-CHAPELLE-SUR-ERDRE Rue de la Vrière","","","",""
"Allée","Allée de Seigne","Seigne","PUBLIQUE","COUERON","2197","COUERON Rue du Lautaret","","5","","7",""
"Allée","Allée du Palet","Palet","PUBLIQUE","COUERON","1727","COUERON Impasse de la Colombière","","","22","","22"
"Rue","Rue Vincent Auriol","Auriol","PUBLIQUE","COUERON","2362","","COUERON Rue Pierre Mendès France","1","2","11","22"
"Chemin","Chemin de la Tête Noire","Tête","PUBLIQUE","BOUGUENAIS","3190","BOUGUENAIS Rue du Désert","BOUGUENAIS Chemin de la Tourière","9","","35",""
"Allée","Allée Pablo Picasso","Picasso","PUBLIQUE","ST-HERBLAIN","1922","ST-HERBLAIN Rue Pablo Néruda","","1","2","21","22"
"Impasse","Impasse Camille Desmoulins","Desmoulins","PRIVEE","ST-HERBLAIN","0511","ST-HERBLAIN Avenue Voltaire","Impasse","1","2","5","6"
"Impasse","Impasse de la Garotterie","Garotterie","PRIVEE","ST-HERBLAIN","1081","ST-HERBLAIN Avenue Colonac","Impasse","1","2","3","4"
"Rue","Rue Guillaume Dupuytren","Dupuytren","PUBLIQUE","ST-HERBLAIN","1198","ST-HERBLAIN Avenue Ambroise Paré","ST-HERBLAIN Allée Armand Trousseau","1","2","21","8"
"Allée","Allée Armand Trousseau","Trousseau","PUBLIQUE","ST-HERBLAIN","0076","ST-HERBLAIN Rue Guillaume Dupuytren","","1","2","1","28"
"Rue","Rue des Hauts Moulins","Hauts","MIXTE","ST-HERBLAIN","1255","ST-HERBLAIN Rue des Bas Moulins","ST-HERBLAIN Boulevard Charles Gautier","1","2","15","24"
"Chemin","Chemin de l'Hérault","Hérault","PUBLIQUE","ST-HERBLAIN","1282","ST-HERBLAIN Avenue de la Baraudière","","","2","","6"
"Allée","Allée Paul Verlaine","Verlaine","PRIVEE","ST-HERBLAIN","2030","ST-HERBLAIN Avenue Charles Baudelaire","ST-HERBLAIN Avenue du Parnasse","1","2","13","12"
"Avenue","Avenue Alain Gerbault","Gerbault","PUBLIQUE","ST-HERBLAIN","0035","ST-HERBLAIN Avenue du Parnasse","","1","","15",""
"Avenue","Avenue Jean De La Fontaine","Fontaine","PUBLIQUE","ST-HERBLAIN","1340","ST-HERBLAIN Avenue du Parnasse","","1","4","15","18"
"Avenue","Avenue Ginette Neveu","Neveu","PUBLIQUE","ST-HERBLAIN","1130","ST-HERBLAIN Avenue de la Baraudière","","1","2","17","22"
"Avenue","Avenue des Floralies","Floralies","PRIVEE","ST-HERBLAIN","1026","ST-HERBLAIN Boulevard du Massacre","ST-HERBLAIN Avenue de la Baraudière","3","4","3","14"
"Avenue","Avenue de la Baraudière","Baraudière","PUBLIQUE","ST-HERBLAIN","0110","ST-HERBLAIN Avenue de la Baraudière","","1","2","107","102"
"Avenue","Avenue de Tolède","Tolède","PUBLIQUE","ST-HERBLAIN","2595","ST-HERBLAIN Avenue des Plantes","ST-HERBLAIN Boulevard du Massacre","13","2","43","32"
"Rue","Rue Docteur Albert Schweitzer","Schweitzer","PUBLIQUE","ST-HERBLAIN","0881","ST-HERBLAIN Rue de la Chauvinière","","11","4","43","38"
"Rue","Rue Gauguin","Gauguin","PUBLIQUE","ST-HERBLAIN","1105","ST-HERBLAIN Rue de la Bergerie","","1","","45",""
"Rue","Rue du Fondeur","Fondeur","PUBLIQUE","ST-HERBLAIN","1032","ST-HERBLAIN Rue du Chêne Lasse","","1","4","13","14"
"Rue","Rue de la Rivaudière","Rivaudière","PUBLIQUE","ST-HERBLAIN","2381","ST-HERBLAIN Rue de la Johardière","","19","2","29","2"
"Rue","Rue de la Johardière","Johardière","PUBLIQUE","ST-HERBLAIN","1373","ST-HERBLAIN Rue du Charron","ST-HERBLAIN Rue de la Rivaudière","1","2","15","12"
"Allée","Allée Pluton","Pluton","PRIVEE","ST-HERBLAIN","2233","ST-HERBLAIN Rue Mercure","","1","2","7","4"
"Rue","Rue des Calvaires","Calvaires","PUBLIQUE","ST-HERBLAIN","0480","ST-HERBLAIN Boulevard François Mitterran","ST-HERBLAIN Rue Pierre Blard","11","2","43","38"
"Impasse","Impasse Martin Luther-King","Luther-King","PUBLIQUE","ST-HERBLAIN","1611","","Impasse","3","4","21","16"
"Rue","Rue Mahatma Gandhi","Gandhi","PUBLIQUE","ST-HERBLAIN","1554","ST-HERBLAIN Rue du Petit Village","ST-HERBLAIN Impasse de la Dixnotterie","3","2","23","18"
"Impasse","Impasse Jean Kepler","Kepler","PUBLIQUE","ST-HERBLAIN","1347","ST-HERBLAIN Rue Alfred Nobel","Impasse","1","2","11","14"
"Rue","Rue Théophile Guillou","Guillou","MIXTE","ST-HERBLAIN","2587","ST-HERBLAIN Rue du Petit Village","ST-HERBLAIN Rue Pierre Blard","1","2","31","54"
"Rue","Rue des Cap-Horniers","Cap-Horniers","PUBLIQUE","NANTES","1396","NANTES Quai de la Fosse","NANTES Rue de l'Héronnière","1","2","1","2"
"Avenue","Avenue des Cardinaux","Cardinaux","PUBLIQUE","NANTES","1433","NANTES Avenue du Ponant","","1","2","7","10"
"Avenue","Avenue Carnot","Carnot","PUBLIQUE","NANTES","1448","NANTES Allée Baco","NANTES Rue de Jemmapes","7","2","11","14"
"Boulevard","Boulevard de Cardiff","Cardiff","PUBLIQUE","NANTES","1450","NANTES Rue Marcel Sembat","","1","16","1","20"
"Ruelle","Ruelle Carrois","Carrois","PRIVEE","NANTES","1470","NANTES Rue du Coudray","","","","",""
"Rue","Rue de la Carterie","Carterie","PUBLIQUE","NANTES","1476","NANTES Rue Paul Bellamy","NANTES Rue de Châteaulin","1","2","37","28"
"Chemin","Chemin du Cellier","Cellier","PUBLIQUE","NANTES","1530","NANTES Rue du Port des Charrettes","NANTES Rue du Fort","1","4","21","22"
"Rue","Rue des Chambelles","Chambelles","PUBLIQUE","NANTES","1572","NANTES Boulevard des Poilus","NANTES Rue des Chalâtres","1","4","45","54"
"Rue","Rue du Chapeau Rouge","Rouge","PUBLIQUE","NANTES","1644","NANTES Rue Contrescarpe","NANTES Rue du Calvaire","1","2","21","16"
"Rue","Rue Charles Bataille","Bataille","PUBLIQUE","NANTES","1680","NANTES Boulevard de Doulon","NANTES Rue Parmentier","1","8","17","28"
"Rue","Rue Charles Gounod","Gounod","PUBLIQUE","NANTES","1704","NANTES Rue des Fromenteaux","NANTES Rue Gabriel Fauré","1","2","9","4"
"Rue","Rue Charles Viaud","Viaud","PUBLIQUE","NANTES","1753","","NANTES Rue du Cherche Midi","1","2","5","4"
"Rue","Rue du Château","Château","PUBLIQUE","NANTES","1784","NANTES Place Marc Elder","NANTES Place du Pilori","1","2","23","16"
"Passage","Passage de la Châtelaine","Châtelaine","PRIVEE","NANTES","1771","NANTES Rue Crébillon","NANTES Rue Scribe","21","","21",""
"Rue","Rue Chauvin","Chauvin","PUBLIQUE","NANTES","1816","NANTES Place Maréchal Foch","NANTES Rue du Roi Albert","3","2","3","4"
"Avenue","Avenue de la Chocolaterie","Chocolaterie","PRIVEE","NANTES","1900","NANTES Boulevard Jules Verne","","1","2","13","14"
"Allée","Allée de la Civelière","Civelière","PUBLIQUE","NANTES","1924","ST-SEBASTIEN Route de Clisson","NANTES Route de Vertou","1","2","41","62"
"Rue","Rue Claude Bernard","Bernard","PUBLIQUE","NANTES","1932","NANTES Boulevard Pasteur","NANTES Rue Général de Torquat","3","4","25","20"
"Rue","Rue Clément Marot","Marot","PUBLIQUE","NANTES","1964","NANTES Rue de la Fantaisie","","","2","","10"
"Impasse","Impasse de la Clochette","Clochette","PRIVEE","NANTES","1973","NANTES Rue de la Ville en Pierre","Impasse","","","",""
"Avenue","Avenue de la Close","Close","PUBLIQUE","NANTES","1980","NANTES Boulevard Robert Schuman","NANTES Petit Chemin de la Gaudinière","1","2","19","26"
"Rue","Rue des Colporteurs","Colporteurs","PUBLIQUE","NANTES","2035","NANTES Rue du Bêle","","1","2","25","24"
"Avenue","Avenue de la Comète","Comète","PUBLIQUE","NANTES","2041","NANTES Rue de la Perrière","VERTOU Avenue de la Comète","1","2","11","4"
"Impasse","Impasse Commandant Henri Viot","Viot","PUBLIQUE","NANTES","2063","NANTES Rue Commandant Henri Viot","Impasse","1","","11",""
"Rond-Point","Rond-Point des Combattants d'Indochine","Indochine","PUBLIQUE","NANTES","2101","NANTES Route de Saint Joseph","NANTES Rue de la Cornouaille","","","",""
"Rue","Rue de la Contrie","Contrie","PUBLIQUE","NANTES","2128","NANTES Place Vincent Auriol","","3","2","95","106"
"Rue","Rue de la Convention","Convention","PUBLIQUE","NANTES","2132","NANTES Boulevard de l'Egalité","NANTES Rue du Corps de Garde","1","2","117","102"
"Rue","Rue des Patures","Patures","PUBLIQUE","INDRE","1100","INDRE Rue Aristide Briand","INDRE Rue Jean Jaurès","3","2","5","4"
"Esplanade","Esplanade Lucien Le Loir","Loir","PUBLIQUE","INDRE","0825","INDRE Quai Besnard","","","","",""
"Quai","Quai Henri Brunais","Brunais","PUBLIQUE","INDRE","0580","INDRE Rue du Pont Allard","INDRE Quai Victor Boquien","1","2","25","24"
"Quai","Quai Langlois","Langlois","PUBLIQUE","INDRE","0800","INDRE Quai Jean Bart","INDRE Rue Pasteur","1","2","11","12"
"Rue","Rue du Château","Château","PRIVEE","INDRE","0321","INDRE Place des Marronniers","INDRE Rue William Wilkinson","1","","5",""
"Quai","Quai Duquesne","Duquesne","PRIVEE","INDRE","0440","","INDRE Quai Saglio","","","",""
"Rue","Rue de l'Allier","Allier","PUBLIQUE","INDRE","0030","INDRE Avenue de la Loire","INDRE Avenue de la Loire","1","2","17","16"
"Impasse","Impasse des Vignes Blanches","Vignes","PUBLIQUE","INDRE","1385","INDRE Place de la Martinière","Impasse","1","","5",""
"Chemin","Chemin des Goisières","Goisières","PUBLIQUE","ST-SEBASTIEN","0593","ST-SEBASTIEN Rue du Général De Gaulle","ST-SEBASTIEN Rue d'Azay le Rideau","3","","5",""
"Rue","Rue de la Guérinière","Guérinière","PUBLIQUE","BOUGUENAIS","1744","BOUGUENAIS Rue de Beau Soleil","","1","2","21","24"
"Chemin","Chemin des Hibaudières","Hibaudières","PUBLIQUE","BOUGUENAIS","1820","BOUGUENAIS Rue de la Bauche Bertin","","1","2","17","36"
"Rue","Rue des Brandes","Brandes","PUBLIQUE","BOUGUENAIS","0681","BOUGUENAIS Chemin de la Bretonnière","BOUGUENAIS Chemin des Basses Brandes","1","2","43","8"
"Chemin","Chemin Jean Valjean","Valjean","PUBLIQUE","BOUGUENAIS","1874","BOUGUENAIS Rue Manon Lescaut","BOUGUENAIS Rue de la Gouretterie","","","",""
"Chemin","Chemin Paul Eluard","Eluard","PRIVEE","BOUGUENAIS","2586","","","","","",""
"Rue","Rue Albert Luthuli","Luthuli","PRIVEE","BOUGUENAIS","0084","BOUGUENAIS Rue Emile Zola","","1","2","17","8"
"Rue","Rue Fredo Krumnow","Krumnow","PUBLIQUE","BOUGUENAIS","1565","BOUGUENAIS Rue de la Gagnerie","","1","2","13","4"
"Rue","Rue Pierre Overney","Overney","PRIVEE","BOUGUENAIS","2750","BOUGUENAIS Rue Pablo Neruda","","1","2","17","20"
"Quai","Quai de la Vallée","Vallée","PUBLIQUE","BOUGUENAIS","3220","BOUGUENAIS Rue du Grand Tertre","BOUGUENAIS Chemin du Halage","1","2","15","14"
"Rue","Rue du Septième Art","Septième","PRIVEE","BOUGUENAIS","3162","BOUGUENAIS Place Jean Baptiste Say","","1","2","5","10"
"Impasse","Impasse Luis Bunuel","Bunuel","PUBLIQUE","BOUGUENAIS","2030","BOUGUENAIS Rue Jacques Demy","Impasse","","2","","4"
"Chemin","Chemin de la Pierre Levée","Pierre","PUBLIQUE","BOUGUENAIS","2745","BOUGUENAIS Rue de Bellevue","BOUGUENAIS Rue du Cimetière","1","8","3","10"
"Impasse","Impasse de la Clé des Champs","Clé","PRIVEE","BOUGUENAIS","1125","BOUGUENAIS Chemin de la Pierre Levée","Impasse","1","","11",""
"Chemin","Chemin du Moulin Brulé","Moulin","PUBLIQUE","BOUGUENAIS","2240","BOUGUENAIS Rue du Planty","BOUGUENAIS Rue Jean Rigolet","3","","9",""
"Rue","Rue Maurice Audin","Audin","PUBLIQUE","BOUGUENAIS","2123","BOUGUENAIS Chemin de la Croix Jeannette","BOUGUENAIS Place Ange Guépin","1","2","19","20"
"Impasse","Impasse du Muguet","Muguet","PUBLIQUE","BASSE-GOULAINE","0078","BASSE-GOULAINE Rue de l'Abbaye","Impasse","","2","","14"
"Rue","Rue de Lattre de Tassigny","Lattre","PUBLIQUE","BASSE-GOULAINE","0222","BASSE-GOULAINE Rue de Lattre de Tassigny","BASSE-GOULAINE Impasse de la Quintaine","5","2","35","32"
"Rue","Rue des Belettes","Belettes","PUBLIQUE","BASSE-GOULAINE","0012","BASSE-GOULAINE Allée des Touzelles","BASSE-GOULAINE Rue Launay Sillay","1","","3",""
"Rue","Rue des Floréales","Floréales","PUBLIQUE","BASSE-GOULAINE","0073","BASSE-GOULAINE Rue de l'Ouche aux Roux","","1","2","29","18"
"Rue","Rue de la Giraudière","Giraudière","PUBLIQUE","BASSE-GOULAINE","0153","BASSE-GOULAINE Rue de la Basse Lande","BASSE-GOULAINE Rue du Bois Brulé","7","6","43","180"
"Place","Place Saint Brice","Brice","PUBLIQUE","BASSE-GOULAINE","0120","BASSE-GOULAINE Rue Busson Billault","BASSE-GOULAINE Place Louis Edelin","1","4","29","20"
"Rue","Rue de la Pépinière","Pépinière","PUBLIQUE","BASSE-GOULAINE","0107","BASSE-GOULAINE Rue des Landes de la Plée","BASSE-GOULAINE Rue de la Cassardière","11","","21",""
"Rue","Rue d'Anjou","Anjou","PUBLIQUE","BASSE-GOULAINE","0010","BASSE-GOULAINE Rue des Landes de la Plée","BASSE-GOULAINE Rue de Bretagne","1","6","15","20"
"Rue","Rue de Lorraine","Lorraine","PUBLIQUE","BASSE-GOULAINE","0050","BASSE-GOULAINE Rue de l'Ile de France","BASSE-GOULAINE Rue du Poitou","1","2","3","8"
"Rue","Rue des Bougainvilliers","Bougainvilliers","PRIVEE","LES-SORINIERES","0085","LES-SORINIERES Rue des Hortensias","LES-SORINIERES Rue des Volubilis","1","2","9","24"
"Rue","Rue de l'Ilette","Ilette","PUBLIQUE","LES-SORINIERES","0225","LES-SORINIERES Rue Georges Clemenceau","LES-SORINIERES Rue de la Pierre Percée","5","2","75","74"
"Rue","Rue du Grand Clos","Grand","PRIVEE","LES-SORINIERES","0205","LES-SORINIERES Rue de la Sanglerie","LES-SORINIERES Allée de la Chênaie","1","4","11","8"
"Rue","Rue de la Haute Lande","Haute","PUBLIQUE","LES-SORINIERES","0220","LES-SORINIERES Rue de la Sanglerie","LES-SORINIERES Rue de la Maillardière","1","2","31","50"
"Allée","Allée Gustave Flaubert","Flaubert","PUBLIQUE","REZE","1680","REZE Avenue de Bretagne","REZE Allée Paul Eluard","1","","7",""
"Rue","Rue Félix Eboué","Eboué","PUBLIQUE","REZE","1282","REZE Rue de l'Ile Macé","REZE Boulevard Victor Schoelcher","1","2","29","24"
"Rue","Rue Félix Tableau","Tableau","PUBLIQUE","REZE","1300","REZE Rue Jean Fraix","REZE Rue Jean Jaurès","1","2","13","20"
"Rond-Point","Rond-Point de la Brière","Brière","PUBLIQUE","REZE","0491","","","","","",""
"Rond-Point","Rond-Point de la Corbinerie","Corbinerie","PUBLIQUE","REZE","1001","","","","","",""
"Rond-Point","Rond-Point des Marguyonnes","Marguyonnes","PUBLIQUE","REZE","2445","","","","","",""
"Rond-Point","Rond-Point du 18 juin 1940","1940","PUBLIQUE","REZE","1072","","","","","",""
"Allée","Allée Louis Pergaud","Pergaud","PUBLIQUE","REZE","2310","REZE Allée Charles Baudelaire","REZE Avenue René Guy Cadou","1","","9",""
"Rue","Rue Antoine-Laurent de Lavoisier","Lavoisier","PUBLIQUE","REZE","2146","REZE Rue des Sorinières","","","2","","6"
"Rue","Rue des Vignerons","Vignerons","PUBLIQUE","COUERON","2354","COUERON Rue des Ferronniers","COUERON Rue des Maraîchers","1","2","13","8"
"Rue","Rue de la Minée","Minée","PUBLIQUE","COUERON","1525","COUERON Rue du Stade","COUERON CR 2","5","4","31","40"
"Rue","Rue de la Sinière","Sinière","PUBLIQUE","COUERON","2211","ST-HERBLAIN Rue de la Porchellerie","COUERON Chemin de la Cartrie","1","2","69","66"
"Impasse","Impasse du Drillet","Drillet","PUBLIQUE","COUERON","0812","COUERON Rue des Primevères","Impasse","1","","11",""
"Rue","Rue du Stade","Stade","PUBLIQUE","COUERON","2227","","","1","2","117","114"
"Impasse","Impasse de la Petite Rotte","Petite","PRIVEE","COUERON","1807","COUERON Route du Blanchard","Impasse","","4","","4"
"CR","CR 11","11","PUBLIQUE","COUERON","0605","COUERON VM 26","COUERON Chemin de Beaulieu","","","",""
"Rue","Rue des Camélias","Camélias","PUBLIQUE","COUERON","0454","COUERON Rue des Amandiers","COUERON Rue des Pivoines","1","2","13","4"
"Impasse","Impasse des Bruands","Bruands","PUBLIQUE","COUERON","0444","COUERON Rue des Cormorans","Impasse","1","2","11","12"
"Rue","Rue de l'Avenir","Avenir","PUBLIQUE","COUERON","0155","COUERON Rue de l'Espérance","COUERON Rue du Rocher","1","2","11","12"
"Rue","Rue de l'Aubisque","Aubisque","PUBLIQUE","COUERON","0145","COUERON Rue d'Envalira","COUERON Rue d'Envalira","1","2","35","58"
"Impasse","Impasse de l'Arche de Beaulieu","Arche","PRIVEE","COUERON","0061","COUERON Rue du Pont de Retz","Impasse","","2","","10"
"Rue","Rue des Pays Bas","Pays","PUBLIQUE","COUERON","1788","COUERON Rue du Danemark","","3","2","5","6"
"Rue","Rue Guy Mocquet","Mocquet","PUBLIQUE","COUERON","1141","COUERON Boulevard des Martyrs de la Rési","COUERON Rue Niescierewicz","1","2","23","8"
"Rue","Rue Albert Thomas","Thomas","PUBLIQUE","COUERON","0010","","COUERON Place Athys Pouponneau","1","2","3","4"
"Quai","Quai du Commandant Lucas","Lucas","PUBLIQUE","COUERON","0021","COUERON Rue de la Fédération","COUERON Rue Waldeck Rousseau","3","4","3","8"
"Rue","Rue de l'Armistice","Armistice","PUBLIQUE","COUERON","0100","COUERON Place Anatole France","COUERON Rue de la Marne","3","","11",""
